ID;team;title;min_cap;max_cap;type;prj_id;instit;institute;mini;wl
1;a;p1;3;4;pedagogy;1a;;;;
2;a;p2;3;4;pedagogy;2a;;;;
3;a;p3;3;4;pedagogy;3a;;;;
4;a;p4;3;4;pedagogy;4a;;;;
